"reino","filo","classe","ordem","familia","genero","especie","subespecie","autor","latitude","longitude","datum","formato_original","precisao_da_coordenada","referencia_aproximacao","metodologia_aproximacao","descricao_do_metodo_aproximacao","taxon_citado","presenca_atual","tipo_registro","dia","mes","ano","hora","dia_fim","mes_fim","ano_fim","endemica_brasil","data_e_ano_desconhecidos","localidade","caracteristica_da_localidade","uc_federais","uc_nao_federais","rppn","pais","estado","municipio","ambiente","habitat","elevacao_minima","elevacao_maxima","profundidade_minima","profundidade_maxima","identificador","data_identificacao","identificacao_incerta","tombamento","instituicao_tombamento","compilador","data_compilacao","revisor","data_revisao","validador","data_validacao","autor_registro","referencia_bibliografica","base_dados","id_origem","observacao"
"Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","Chelonia mydas","","(Linnaeus, 1758)","-21.3415","-40.9647","","","","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICMBIO/Sitamar","",""
"Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","Chelonia mydas","","(Linnaeus, 1758)","-21.3715","-40.9686","","","","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICMBIO/Sitamar","",""
"Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","Chelonia mydas","","(Linnaeus, 1758)","-21.4352","-41.0183","","","","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICMBIO/Sitamar","",""
"Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","Chelonia mydas","","(Linnaeus, 1758)","-10.58958","-36.6166","","","","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICMBIO/Sitamar","",""
"Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","Chelonia mydas","","(Linnaeus, 1758)","-10.61827","-36.65698","","","","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICMBIO/Sitamar","",""
"Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","Chelonia mydas","","(Linnaeus, 1758)","-21.3619","-40.9643","","","","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICMBIO/Sitamar","",""
"Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","Chelonia mydas","","(Linnaeus, 1758)","-21.3567","-40.9628","","","","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICMBIO/Sitamar","",""
"Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","Chelonia mydas","","(Linnaeus, 1758)","-21.4324","-41.0165","","","","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICMBIO/Sitamar","",""
"Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","Chelonia mydas","","(Linnaeus, 1758)","-21.4162","-41.006","","","","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICMBIO/Sitamar","",""
"Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","Chelonia mydas","","(Linnaeus, 1758)","-21.4233","-41.0096","","","","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICMBIO/Sitamar","",""
"Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","Chelonia mydas","","(Linnaeus, 1758)","-21.4322","-41.0183","","","","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICMBIO/Sitamar","",""
"Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","Chelonia mydas","","(Linnaeus, 1758)","-21.41","-41.0036","","","","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICMBIO/Sitamar","",""
"Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","Chelonia mydas","","(Linnaeus, 1758)","-21.4103","-41.0036","","","","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICMBIO/Sitamar","",""
"Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","Chelonia mydas","","(Linnaeus, 1758)","-21.4118","-41.0042","","","","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICMBIO/Sitamar","",""
"Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","Chelonia mydas","","(Linnaeus, 1758)","-21.4158","-41.0059","","","","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICMBIO/Sitamar","",""
"Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","Chelonia mydas","","(Linnaeus, 1758)","-21.4047","-41.0013","","","","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICMBIO/Sitamar","",""
"Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","Chelonia mydas","","(Linnaeus, 1758)","-21.4082","-41.0029","","","","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICMBIO/Sitamar","",""
"Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","Chelonia mydas","","(Linnaeus, 1758)","-21.3866","-40.9802","","","","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICMBIO/Sitamar","",""
"Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","Chelonia mydas","","(Linnaeus, 1758)","-21.4182","-41.0061","","","","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICMBIO/Sitamar","",""
