family,genus,species,activity,limbs,reproduction,habitat,biomes,major_biome_gard,Seasonality.Precipitation..coefficient.of.variation...100.,cerrado_endemic,phylogeny,distribution
Mabuyidae,Notomabuya,Notomabuya frenata,Diurnal,4 well developed limbs,viviparous,Forest_Savanna,AM_CA_CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",17.79,no,yes,yes
Diploglossidae,Ophiodes,Ophiodes enso,NA,limbless,NA,NA,PP,"Tropical & Subtropical Grasslands, Savannas & Shrublands",NA,no,no,yes
Diploglossidae,Ophiodes,Ophiodes fragilis,NA,hindlimbs only,viviparous,Forest,CE_AF_PP,Tropical & Subtropical Moist Broadleaf Forests,19.54,no,no,yes
Diploglossidae,Ophiodes,Ophiodes striatus,Diurnal,hindlimbs only,viviparous,Forest_Grassland,AM_CA_CE_AF_PP,"Tropical & Subtropical Grasslands, Savannas & Shrublands",18.53,no,yes,yes
Colubridae,Oxybelis,Oxybelis aeneus,Diurnal,limbless,oviparous,Forest,AM_CA_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,0.4,no,yes,yes
Colubridae,Oxybelis,Oxybelis fulgidus,Diurnal,limbless,oviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,0.4,no,yes,yes
Dipsadidae,Oxyrhopus,Oxyrhopus clathratus,NA,limbless,oviparous,Forest,CE_AF_PP,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Dipsadidae,Oxyrhopus,Oxyrhopus formosus,NA,limbless,oviparous,Forest,AM_CE_AF,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Oxyrhopus,Oxyrhopus guibei,NA,limbless,oviparous,Forest,AM_CA_CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Dipsadidae,Oxyrhopus,Oxyrhopus melanogenys,NA,limbless,oviparous,Forest,AM_CA_CE,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Oxyrhopus,Oxyrhopus occipitalis,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,no
Dipsadidae,Oxyrhopus,Oxyrhopus petolarius,NA,limbless,oviparous,Forest_Savanna,AM_CA_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,0.4,no,yes,yes
Dipsadidae,Oxyrhopus,Oxyrhopus rhombifer,NA,limbless,oviparous,Grassland_Savanna_Shrubland,AM_CA_CE_AF_PP_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.3,no,yes,yes
Dipsadidae,Oxyrhopus,Oxyrhopus trigeminus,NA,limbless,oviparous,Grassland_Savanna_Shrubland,AM_CA_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Oxyrhopus,Oxyrhopus vanidicus,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Colubridae,Palusophis,Palusophis bifossatus,NA,limbless,oviparous,Forest_Savanna,AM_CA_CE_AF_PP_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Mabuyidae,Panopa,Panopa carvalhoi,Diurnal,4 well developed limbs,viviparous,Forest_Savanna,AM,Tropical & Subtropical Moist Broadleaf Forests,15.05,no,yes,yes
Dipsadidae,Paraphimophis,Paraphimophis rusticus,NA,limbless,oviparous,NA,CE_AF_PP,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Dipsadidae,Phalotris,Phalotris concolor,NA,limbless,oviparous,Savanna,CE,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.3,yes,no,yes
Dipsadidae,Phalotris,Phalotris labiomaculatus,NA,limbless,oviparous,Savanna,CE,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,yes,no,yes
Dipsadidae,Phalotris,Phalotris lativittatus,NA,limbless,oviparous,Grassland_Savanna,CE_AF,Tropical & Subtropical Moist Broadleaf Forests,0.2,yes,yes,yes
Dipsadidae,Phalotris,Phalotris lemniscatus,NA,limbless,oviparous,Forest_Grassland,AF_PP,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.1,no,yes,yes
Dipsadidae,Phalotris,Phalotris matogrossensis,NA,limbless,oviparous,Forest_Savanna,CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,yes,yes,yes
Dipsadidae,Phalotris,Phalotris mertensi,NA,limbless,oviparous,Savanna,CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,yes,yes,yes
Dipsadidae,Phalotris,Phalotris multipunctatus,NA,limbless,oviparous,Savanna,CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,yes,no,yes
Dipsadidae,Phalotris,Phalotris nasutus,NA,limbless,oviparous,Grassland_Savanna,AM_CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,yes,yes,yes
Dipsadidae,Phalotris,Phalotris reticulatus,NA,limbless,NA,Grassland,CE_AF,Tropical & Subtropical Moist Broadleaf Forests,NA,no,yes,yes
Dipsadidae,Phalotris,Phalotris tricolor,NA,limbless,oviparous,Forest_Shrubland,CE_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,no,yes
Dipsadidae,Philodryas,Philodryas aestiva,NA,limbless,oviparous,Forest,CA_CE_AF_PP_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Dipsadidae,Philodryas,Philodryas agassizii,Diurnal,limbless,oviparous,Forest,CA_CE_AF_PP_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Dipsadidae,Philodryas,Philodryas arnaldoi,Diurnal,limbless,oviparous,Forest,CE_AF_PP,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Dipsadidae,Philodryas,Philodryas livida,Diurnal,limbless,oviparous,Shrubland,CE_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,yes,no,yes
Dipsadidae,Philodryas,Philodryas mattogrossensis,Diurnal,limbless,oviparous,Forest,CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,yes,yes,yes
Dipsadidae,Philodryas,Philodryas nattereri,Diurnal,limbless,oviparous,Savanna,AM_CA_CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.3,no,yes,yes
Dipsadidae,Philodryas,Philodryas olfersii,Diurnal,limbless,oviparous,Forest,AM_CA_CE_AF_PP_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Philodryas,Philodryas patagoniensis,Diurnal,limbless,oviparous,Savanna,AM_CA_CE_AF_PP_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Dipsadidae,Philodryas,Philodryas psammophidea,NA,limbless,oviparous,Savanna,CE_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Dipsadidae,Phimophis,Phimophis guerini,NA,limbless,oviparous,Grassland_Savanna,AM_CA_CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Dipsadidae,Phimophis,Phimophis guianensis,NA,limbless,oviparous,Savanna_Shrubland,AM,Tropical & Subtropical Moist Broadleaf Forests,0.5,no,yes,yes
Colubridae,Phrynonax,Phrynonax sexcarinatus,Diurnal,limbless,oviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,NA,no,yes,yes
Phyllodactylidae,Phyllopezus,Phyllopezus lutzae,Nocturnal,4 well developed limbs,oviparous,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,33.18,no,yes,yes
Phyllodactylidae,Phyllopezus,Phyllopezus periosus,Nocturnal,4 well developed limbs,oviparous,Savanna,CA_AF,Deserts & Xeric Shrublands,42.42,no,yes,yes
Phyllodactylidae,Phyllopezus,Phyllopezus pollicaris,Cathemeral,4 well developed limbs,oviparous,Forest_Savanna,AM_CA_CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",28.96,no,yes,yes
Phyllodactylidae,Phyllopezus,Phyllopezus przewalskii,NA,4 well developed limbs,oviparous,NA,CE_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",18.82,no,yes,yes
Gymnophthalmidae,Placosoma,Placosoma cipoense,NA,4 well developed limbs,oviparous,Savanna,CE_AF,Tropical & Subtropical Moist Broadleaf Forests,22.97,yes,no,yes
Gymnophthalmidae,Placosoma,Placosoma cordylinum,NA,4 well developed limbs,oviparous,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,17.53,no,yes,yes
Gymnophthalmidae,Placosoma,Placosoma glabellum,NA,4 well developed limbs,oviparous,Forest,CE_AF,Tropical & Subtropical Moist Broadleaf Forests,16.83,no,yes,yes
Gymnophthalmidae,Placosoma,Placosoma limaverdorum,Diurnal,4 well developed limbs,oviparous,Forest,CA,Deserts & Xeric Shrublands,39.2,no,no,yes
Tropiduridae,Plica,Plica plica,Diurnal,4 well developed limbs,oviparous,Forest,AM_PT,Tropical & Subtropical Moist Broadleaf Forests,13.07,no,yes,yes
Tropiduridae,Plica,Plica umbra,Diurnal,4 well developed limbs,oviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,12.83,no,yes,yes
Polychrotidae,Polychrus,Polychrus acutirostris,Diurnal,4 well developed limbs,oviparous,Forest_Savanna,AM_CA_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,19.28,no,yes,yes
Polychrotidae,Polychrus,Polychrus liogaster,Diurnal,4 well developed limbs,oviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,11.98,no,yes,yes
Polychrotidae,Polychrus,Polychrus marmoratus,Diurnal,4 well developed limbs,oviparous,Forest,AM_CA_CE_AF,Tropical & Subtropical Moist Broadleaf Forests,14.3,no,yes,yes
Gymnophthalmidae,Potamites,Potamites ecpleopus,Diurnal,4 well developed limbs,oviparous,Forest_Wetlands,AM,Tropical & Subtropical Moist Broadleaf Forests,12.02,no,yes,yes
Gymnophthalmidae,Potamites,Potamites juruazensis,Diurnal,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,11.55,no,yes,yes
Gymnophthalmidae,Procellosaurinus,Procellosaurinus erythrocercus,Diurnal,4 well developed limbs,oviparous,Savanna,CA_CE,Deserts & Xeric Shrublands,34.61,no,yes,yes
Gymnophthalmidae,Procellosaurinus,Procellosaurinus tetradactylus,Diurnal,4 well developed limbs,oviparous,Savanna,CA,Deserts & Xeric Shrublands,38.36,no,yes,yes
Dipsadidae,Pseudoboa,Pseudoboa coronata,NA,limbless,oviparous,Forest,AM_CE_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Pseudoboa,Pseudoboa haasi,NA,limbless,oviparous,Forest,CE_AF_PP,Tropical & Subtropical Moist Broadleaf Forests,0.1,no,no,yes
Dipsadidae,Pseudoboa,Pseudoboa martinsi,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Dipsadidae,Pseudoboa,Pseudoboa neuwiedii,NA,limbless,oviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,0.4,no,yes,yes
Dipsadidae,Pseudoboa,Pseudoboa nigra,NA,limbless,oviparous,Forest_Grassland_Savanna,AM_CA_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Pseudoboa,Pseudoboa serrana,NA,limbless,oviparous,Forest_Grassland,AF,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Dipsadidae,Pseudoeryx,Pseudoeryx plicatilis,NA,limbless,oviparous,Forest_Savanna_Wetlands,AM_CE_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Sphaerodactylidae,Pseudogonatodes,Pseudogonatodes gasconi,Diurnal,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,11.53,no,no,yes
Sphaerodactylidae,Pseudogonatodes,Pseudogonatodes guianensis,Diurnal,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,13.39,no,yes,yes
Gymnophthalmidae,Psilops,Psilops mucugensis,Diurnal,4 well developed limbs,oviparous,NA,CA,Deserts & Xeric Shrublands,33.78,no,yes,yes
Gymnophthalmidae,Psilops,Psilops paeminosus,Diurnal,4 well developed limbs,oviparous,Savanna,CA_CE_AF,Deserts & Xeric Shrublands,39.31,no,yes,yes
Gymnophthalmidae,Psilops,Psilops seductus,Diurnal,4 well developed limbs,oviparous,Forest_Savanna,CE,"Tropical & Subtropical Grasslands, Savannas & Shrublands",21.79,yes,yes,yes
Dipsadidae,Psomophis,Psomophis genimaculatus,NA,limbless,oviparous,Forest_Savanna,CE_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.3,no,yes,yes
Dipsadidae,Psomophis,Psomophis joberti,NA,limbless,oviparous,Grassland_Savanna,AM_CA_CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.3,no,yes,yes
Dipsadidae,Psomophis,Psomophis obtusus,NA,limbless,oviparous,Forest_Savanna,PP,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.1,no,yes,yes
Mabuyidae,Psychosaura,Psychosaura agmosticha,Diurnal,4 well developed limbs,viviparous,Savanna,CA_AF,Deserts & Xeric Shrublands,32.5,no,yes,yes
Mabuyidae,Psychosaura,Psychosaura macrorhyncha,Diurnal,4 well developed limbs,viviparous,Forest,CA_AF,Tropical & Subtropical Moist Broadleaf Forests,21.32,no,yes,yes
Dipsadidae,Ptychophis,Ptychophis flavovirgatus,NA,limbless,viviparous,Forest_Wetlands,AF_PP,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Dipsadidae,Rhachidelus,Rhachidelus brazili,NA,limbless,oviparous,Forest_Savanna,CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,yes,yes,yes
Gymnophthalmidae,Rhachisaurus,Rhachisaurus brachylepis,NA,4 well developed limbs,oviparous,Forest,CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",25.4,yes,yes,yes
Colubridae,Rhinobothryum,Rhinobothryum lentiginosum,Nocturnal,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Gymnophthalmidae,Riolama,Riolama grandis,NA,4 well developed limbs,NA,NA,AM,NA,NA,no,no,yes
Gymnophthalmidae,Riolama,Riolama stellata,NA,4 well developed limbs,NA,NA,AM,NA,NA,no,no,yes
Dipsadidae,Rodriguesophis,Rodriguesophis chui,NA,limbless,NA,Shrubland,CA,Deserts & Xeric Shrublands,0.3,no,no,yes
Dipsadidae,Rodriguesophis,Rodriguesophis iglesiasi,NA,limbless,oviparous,Grassland_Savanna_Shrubland,CA_CE,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.3,no,yes,yes
Dipsadidae,Rodriguesophis,Rodriguesophis scriptorcibatus,NA,limbless,NA,Shrubland,CA_CE,Deserts & Xeric Shrublands,0.3,no,no,yes
Gymnophthalmidae,Rondonops,Rondonops biscutatus,Diurnal,4 well developed limbs,oviparous,NA,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,10.57,no,no,yes
Gymnophthalmidae,Rondonops,Rondonops xanthomystax,Diurnal,4 well developed limbs,oviparous,NA,AM,Tropical & Subtropical Moist Broadleaf Forests,10.42,no,no,yes
Teiidae,Salvator,Salvator duseni,Diurnal,4 well developed limbs,NA,Savanna,CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",18.08,yes,yes,yes
Teiidae,Salvator,Salvator merianae,Diurnal,4 well developed limbs,oviparous,Forest_Shrubland,AM_CA_CE_AF_PP_PT,Tropical & Subtropical Moist Broadleaf Forests,20.04,no,yes,yes
Gymnophthalmidae,Scriptosaura,Scriptosaura catimbau,Diurnal,limbless,oviparous,Savanna,CA,Deserts & Xeric Shrublands,46.49,no,yes,yes
Leptotyphlopidae,Siagonodon,Siagonodon cupinensis,NA,limbless,oviparous,Shrubland,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,NA,no,no,yes
Leptotyphlopidae,Siagonodon,Siagonodon septemstriatus,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,NA,no,yes,yes
Dipsadidae,Sibon,Sibon nebulatus,Nocturnal,limbless,oviparous,Forest,AM_CA_AF,Tropical & Subtropical Moist Broadleaf Forests,0.4,no,yes,yes
Colubridae,Simophis,Simophis rhinostoma,NA,limbless,oviparous,Forest_Savanna,CA_CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,yes,yes,yes
Dipsadidae,Siphlophis,Siphlophis cervinus,Nocturnal,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Siphlophis,Siphlophis compressus,Nocturnal,limbless,oviparous,Forest,AM_CA_CE_AF,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Siphlophis,Siphlophis leucocephalus,Nocturnal,limbless,oviparous,Forest_Savanna,CA_CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,no,yes
Dipsadidae,Siphlophis,Siphlophis longicaudatus,Nocturnal,limbless,oviparous,Forest,CE_AF,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Siphlophis,Siphlophis pulcher,Nocturnal,limbless,oviparous,Forest_Savanna_Shrubland,AF,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Siphlophis,Siphlophis worontzowi,Nocturnal,limbless,oviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Dipsadidae,Sordellina,Sordellina punctata,NA,limbless,viviparous,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Colubridae,Spilotes,Spilotes pullatus,Diurnal,limbless,oviparous,Forest_Savanna,AM_CA_CE_AF_PP_PT,Tropical & Subtropical Moist Broadleaf Forests,0.4,no,yes,yes
Colubridae,Spilotes,Spilotes sulphureus,Diurnal,limbless,oviparous,Forest,AM_CA_CE_AF,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Tropiduridae,Stenocercus,Stenocercus albolineatus,Diurnal,4 well developed limbs,oviparous,NA,AM_CE,"Tropical & Subtropical Grasslands, Savannas & Shrublands",12.28,yes,yes,yes
Tropiduridae,Stenocercus,Stenocercus azureus,Diurnal,4 well developed limbs,oviparous,Grassland,CE_AF_PP,"Tropical & Subtropical Grasslands, Savannas & Shrublands",22.06,no,yes,yes
Tropiduridae,Stenocercus,Stenocercus caducus,Diurnal,4 well developed limbs,oviparous,Forest_Savanna,AM_CE_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",16.93,no,yes,yes
Tropiduridae,Stenocercus,Stenocercus canastra,NA,4 well developed limbs,oviparous,NA,CE,"Tropical & Subtropical Grasslands, Savannas & Shrublands",14.24,yes,no,yes
Tropiduridae,Stenocercus,Stenocercus dumerilii,Diurnal,4 well developed limbs,oviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,19.7,no,yes,yes
Tropiduridae,Stenocercus,Stenocercus fimbriatus,NA,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,12.01,no,no,yes
Tropiduridae,Stenocercus,Stenocercus quinarius,NA,4 well developed limbs,NA,Savanna,CE,"Tropical & Subtropical Grasslands, Savannas & Shrublands",20.63,yes,yes,yes
Tropiduridae,Stenocercus,Stenocercus roseiventris,Diurnal,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,13.42,no,yes,yes
Tropiduridae,Stenocercus,Stenocercus sinesaccus,NA,4 well developed limbs,oviparous,Savanna,CE,"Tropical & Subtropical Grasslands, Savannas & Shrublands",14.5,yes,yes,yes
Tropiduridae,Stenocercus,Stenocercus squarrosus,Diurnal,4 well developed limbs,oviparous,Savanna,CA_CE,Deserts & Xeric Shrublands,29.79,no,yes,yes
Tropiduridae,Stenocercus,Stenocercus tricristatus,NA,4 well developed limbs,NA,NA,CE,"Tropical & Subtropical Grasslands, Savannas & Shrublands",NA,no,no,no
Gymnophthalmidae,Stenolepis,Stenolepis ridleyi,NA,4 well developed limbs,oviparous,Forest_Savanna,CA_AF,Deserts & Xeric Shrublands,48.62,no,yes,yes
Tropiduridae,Strobilurus,Strobilurus torquatus,Diurnal,4 well developed limbs,oviparous,Forest,CA_AF,Deserts & Xeric Shrublands,39.23,no,yes,yes
Dipsadidae,Tachymenis,Tachymenis ocellata,NA,limbless,viviparous,NA,PP,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.1,no,no,yes
Dipsadidae,Taeniophallus,Taeniophallus brevirostris,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Taeniophallus,Taeniophallus nicagus,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.4,no,yes,yes
Colubridae,Tantilla,Tantilla boipiranga,NA,limbless,oviparous,Forest_Savanna_Rocky,CE_AF,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,no,yes
Colubridae,Tantilla,Tantilla melanocephala,NA,limbless,oviparous,Forest,AM_CA_CE_AF_PP_PT,Tropical & Subtropical Moist Broadleaf Forests,0.4,no,yes,yes
Teiidae,Teius,Teius oculatus,Diurnal,4 well developed limbs,oviparous,Forest_Grassland_Shrubland,CE_AF_PP,"Temperate Grasslands, Savannas & Shrublands",22.35,no,no,yes
Teiidae,Teius,Teius teyou,Diurnal,4 well developed limbs,oviparous,Forest_Savanna_Shrubland,PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",22.93,no,yes,yes
Dipsadidae,Thamnodynastes,Thamnodynastes longicaudus,Nocturnal,limbless,viviparous,Forest_Grassland,AF,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Dipsadidae,Thamnodynastes,Thamnodynastes pallidus,NA,limbless,viviparous,Forest_Shrubland,AM_CA_CE_AF,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Thamnodynastes,Thamnodynastes sertanejo,NA,limbless,viviparous,Shrubland,CA_CE_AF,Deserts & Xeric Shrublands,0.3,no,no,yes
Dipsadidae,Thamnodynastes,Thamnodynastes silvai,Nocturnal,limbless,viviparous,Grassland,AM,NA,NA,no,no,yes
Phyllodactylidae,Thecadactylus,Thecadactylus rapicauda,Nocturnal,4 well developed limbs,oviparous,Forest_Savanna,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,14.39,no,yes,yes
Phyllodactylidae,Thecadactylus,Thecadactylus solimoensis,Nocturnal,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,11.08,no,yes,yes
Dipsadidae,Tomodon,Tomodon dorsatus,NA,limbless,viviparous,Forest,CE_AF_PP,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Mabuyidae,Trachylepis,Trachylepis atlantica,Diurnal,4 well developed limbs,oviparous,Savanna,AF,Tropical & Subtropical Moist Broadleaf Forests,25.42,no,yes,yes
Gymnophthalmidae,Tretioscincus,Tretioscincus agilis,Diurnal,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,19.8,no,yes,yes
Gymnophthalmidae,Tretioscincus,Tretioscincus oriximinensis,Diurnal,4 well developed limbs,oviparous,Forest_Savanna,AM,Tropical & Subtropical Moist Broadleaf Forests,11.67,no,yes,yes
Leptotyphlopidae,Trilepida,Trilepida acutirostris,NA,limbless,NA,NA,CE,"Tropical & Subtropical Grasslands, Savannas & Shrublands",NA,yes,no,yes
Leptotyphlopidae,Trilepida,Trilepida brasiliensis,NA,limbless,oviparous,Savanna_Shrubland,CA_CE_PT,Tropical & Subtropical Moist Broadleaf Forests,NA,yes,yes,yes
Leptotyphlopidae,Trilepida,Trilepida dimidiata,NA,limbless,oviparous,NA,AM,Tropical & Subtropical Moist Broadleaf Forests,NA,no,yes,yes
Leptotyphlopidae,Trilepida,Trilepida fuliginosa,NA,limbless,oviparous,Savanna,AM_CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",NA,yes,no,yes
Leptotyphlopidae,Trilepida,Trilepida jani,NA,limbless,oviparous,Grassland,CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",NA,yes,no,yes
Leptotyphlopidae,Trilepida,Trilepida koppesi,NA,limbless,oviparous,Grassland_Savanna,CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",NA,yes,yes,yes
Leptotyphlopidae,Trilepida,Trilepida macrolepis,NA,limbless,oviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,NA,no,yes,yes
Leptotyphlopidae,Trilepida,Trilepida salgueiroi,Nocturnal,limbless,oviparous,Forest_Shrubland,CE_AF,Tropical & Subtropical Moist Broadleaf Forests,NA,no,no,yes
Dipsadidae,Tropidodryas,Tropidodryas serra,Diurnal,limbless,oviparous,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Tropidodryas,Tropidodryas striaticeps,Diurnal,limbless,oviparous,Forest,CA_CE_AF_PP,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Tropidophiidae,Tropidophis,Tropidophis grapiuna,Nocturnal,limbless,viviparous,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Tropidophiidae,Tropidophis,Tropidophis paucisquamis,Nocturnal,limbless,viviparous,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Tropidophiidae,Tropidophis,Tropidophis preciosus,Nocturnal,limbless,viviparous,Grassland_Savanna,CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.3,yes,no,yes
Tropiduridae,Tropidurus,Tropidurus callathelys,Diurnal,4 well developed limbs,oviparous,Forest_Savanna_Rocky,AM,Tropical & Subtropical Moist Broadleaf Forests,12.21,yes,yes,yes
Tropiduridae,Tropidurus,Tropidurus catalanensis,Diurnal,4 well developed limbs,oviparous,Forest_Rocky,AF_PP,Tropical & Subtropical Moist Broadleaf Forests,20.36,no,yes,yes
Tropiduridae,Tropidurus,Tropidurus chromatops,Diurnal,4 well developed limbs,oviparous,Forest_Rocky_Savanna_Shrubland,AM,Tropical & Subtropical Dry Broadleaf Forests,12,yes,yes,yes
Tropiduridae,Tropidurus,Tropidurus cocorobensis,Diurnal,4 well developed limbs,oviparous,Savanna,CA,Deserts & Xeric Shrublands,39.68,no,yes,yes
Tropiduridae,Tropidurus,Tropidurus erythrocephalus,Diurnal,4 well developed limbs,oviparous,Forest_Rocky_Shrubland,CA,Deserts & Xeric Shrublands,35.2,no,yes,yes
Tropiduridae,Tropidurus,Tropidurus etheridgei,Diurnal,4 well developed limbs,oviparous,Forest_Savanna,CA_CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",17.33,no,yes,yes
Tropiduridae,Tropidurus,Tropidurus helenae,Diurnal,4 well developed limbs,oviparous,Savanna,CA,Deserts & Xeric Shrublands,30.39,no,yes,yes
Tropiduridae,Tropidurus,Tropidurus hispidus,Diurnal,4 well developed limbs,oviparous,Rocky_Savanna,AM_CA_CE_AF,Tropical & Subtropical Moist Broadleaf Forests,23.02,no,yes,yes
