"order"	"suborder"	"family"	"species"	"year"	"biomes"	"cerrado_sp"	"cerrado_endemic"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus dorsocorallinus"	2007	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus frenatus"	1909	"Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus jaegeri"	1858	"Amazônia, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus macrosomus"	1936	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus maryellenae"	1985	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"yes"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus miliaris"	1758	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus mossoroensis"	1973	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus oligolepis"	1905	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus poecilogyrus"	1824	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus pygmaeus"	1868	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus reginae"	1758	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus rochai"	2019	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus semiaureus"	1862	"Mata Atlântica, Pampa"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus taeniogaster"	1863	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus trebbaui"	1958	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus typhlus"	1758	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus viridis"	1862	"Caatinga, Cerrado, Mata Atlântica, Sistema Costeiro-Marinho"	"yes"	"no"
"Squamata"	"Serpentes"	"Boidae"	"Eunectes deschauenseei"	1936	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Boidae"	"Eunectes murinus"	1758	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Boidae"	"Eunectes notaeus"	1862	"Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"no"
"Squamata"	"Sauria"	"Tropiduridae"	"Eurolophosaurus amathites"	1984	"Caatinga"	"no"	"no"
"Squamata"	"Sauria"	"Tropiduridae"	"Eurolophosaurus divaricatus"	1986	"Caatinga, Cerrado"	"yes"	"no"
"Squamata"	"Sauria"	"Tropiduridae"	"Eurolophosaurus nanuzae"	1981	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"yes"
"Squamata"	"Serpentes"	"Colubridae"	"Eutrachelophis papilio"	2019	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Scincidae"	"Exila nigropalmata"	1918	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Teiidae"	"Glaucomastix abaetensis"	2002	"Mata Atlântica, Sistema Costeiro-Marinho"	"no"	"no"
"Squamata"	"Sauria"	"Teiidae"	"Glaucomastix cyanura"	2011	"Caatinga"	"no"	"no"
"Squamata"	"Sauria"	"Teiidae"	"Glaucomastix itabaianensis"	2019	"Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Teiidae"	"Glaucomastix littoralis"	2000	"Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Teiidae"	"Glaucomastix venetacauda"	2011	"Caatinga"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Gomesophis brasiliensis"	1918	"Cerrado, Mata Atlântica, Pampa"	"yes"	"no"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Gonatodes annularis"	1887	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Gonatodes eladioi"	1987	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Gonatodes hasemani"	1917	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Gonatodes humeralis"	1855	"Amazônia, Caatinga, Cerrado, Pantanal"	"yes"	"no"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Gonatodes nascimentoi"	2011	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Gonatodes tapajonicus"	1980	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Phyllodactylidae"	"Gymnodactylus amarali"	1925	"Amazônia, Caatinga, Cerrado"	"yes"	"yes"
"Squamata"	"Sauria"	"Phyllodactylidae"	"Gymnodactylus darwinii"	1845	"Caatinga, Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Phyllodactylidae"	"Gymnodactylus geckoides"	1825	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Sauria"	"Phyllodactylidae"	"Gymnodactylus guttulatus"	1982	"Cerrado"	"yes"	"yes"
"Squamata"	"Sauria"	"Phyllodactylidae"	"Gymnodactylus vanzolinii"	2009	"Caatinga"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Gymnophthalmus leucomystax"	1991	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Gymnophthalmus underwoodi"	1958	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Gymnophthalmus vanzoi"	1999	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Leptotyphlopidae"	"Habrophallos collaris"	1977	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops acangussu"	2022	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops angulatus"	1758	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops apiaka"	2013	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops boitata"	2019	"Pantanal"	"yes"	"yes"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops carinicaudus"	1824	"Mata Atlântica, Pampa, Sistema Costeiro-Marinho"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops gomesi"	1922	"Cerrado, Mata Atlântica"	"yes"	"yes"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops hagmanni"	1910	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops infrataeniatus"	1865	"Cerrado, Mata Atlântica, Pampa"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops leopardinus"	1837	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops modestus"	1861	"Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops nentur"	2016	"Caatinga, Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops phantasma"	2021	"Cerrado"	"yes"	"yes"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops polylepis"	1861	"Amazônia, Cerrado, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops tapajonicus"	2005	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops trivittatus"	1849	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops yacu"	1975	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Gekkonidae"	"Hemidactylus agrius"	1978	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Sauria"	"Gekkonidae"	"Hemidactylus brasilianus"	1935	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Sauria"	"Gekkonidae"	"Hemidactylus palaichthus"	1969	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Heterodactylus imbricatus"	1825	"Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Heterodactylus lundii"	1862	"Cerrado, Mata Atlântica"	"yes"	"yes"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Heterodactylus septentrionalis"	2009	"Caatinga"	"no"	"no"
"Squamata"	"Sauria"	"Phyllodactylidae"	"Homonota uruguayensis"	1961	"Pampa"	"no"	"no"
"Squamata"	"Sauria"	"Phyllodactylidae"	"Homonota xiru"	2023	NA	"no"	"no"
"Squamata"	"Sauria"	"Hoplocercidae"	"Hoplocercus spinosus"	1843	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"yes"
"Squamata"	"Serpentes"	"Colubridae"	"Hydrodynastes bicinctus"	1804	"Amazônia, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Hydrodynastes gigas"	1854	"Amazônia, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"no"
"Testudines"	NA	"Chelidae"	"Hydromedusa maximiliani"	1825	"Cerrado, Mata Atlântica"	"yes"	"no"
"Testudines"	NA	"Chelidae"	"Hydromedusa tectifera"	1870	"Cerrado, Mata Atlântica, Pampa"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Hydrops caesurus"	2005	"Cerrado, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Hydrops martii"	1824	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Hydrops triangularis"	1824	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Sauria"	"Iguanidae"	"Iguana iguana"	1758	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Imantodes cenchoa"	1758	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Imantodes lentiferus"	1894	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Iphisa brunopereira"	2023	NA	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Iphisa dorothy"	2023	NA	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Iphisa elegans"	1851	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Iphisa munduruku"	2023	NA	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Iphisa pellegrino"	2023	NA	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Iphisa surui"	2023	NA	"no"	"no"
"Squamata"	"Sauria"	"Teiidae"	"Kentropyx altamazonica"	1875	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Teiidae"	"Kentropyx calcarata"	1825	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Sauria"	"Teiidae"	"Kentropyx paulensis"	1893	"Amazônia, Cerrado, Mata Atlântica"	"yes"	"yes"
"Squamata"	"Sauria"	"Teiidae"	"Kentropyx pelviceps"	1868	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Teiidae"	"Kentropyx striata"	1802	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Teiidae"	"Kentropyx vanzoi"	1980	"Amazônia, Cerrado, Pantanal"	"yes"	"yes"
"Squamata"	"Sauria"	"Teiidae"	"Kentropyx viridistriga"	1894	"Pantanal"	"no"	"no"
"Testudines"	NA	"Kinosternidae"	"Kinosternon scorpioides"	1766	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Lachesis muta"	1766	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Viperidae"	"Lachesis rhombeata"	1824	NA	"no"	"no"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Lepidoblepharis heyerorum"	1978	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Lepidoblepharis hoogmoedi"	1995	"Amazônia"	"no"	"no"
"Testudines"	NA	"Cheloniidae"	"Lepidochelys olivacea"	1829	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Sistema Costeiro-Marinho"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Leposoma annectans"	1952	"Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Leposoma baturitensis"	1997	"Caatinga, Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Leposoma nanodactylus"	1997	"Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Leposoma puk"	2002	"Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Leposoma scincoides"	1825	"Caatinga, Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Leposoma sinepollex"	2013	"Mata Atlântica"	"no"	"no"
"Squamata"	"Amphisbaenia"	"Amphisbaenidae"	"Leposternon cerradensis"	2008	"Cerrado"	"yes"	"yes"
"Squamata"	"Amphisbaenia"	"Amphisbaenidae"	"Leposternon infraorbitale"	1859	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Amphisbaenia"	"Amphisbaenidae"	"Leposternon kisteumacheri"	2000	"Caatinga, Mata Atlântica"	"no"	"no"
"Squamata"	"Amphisbaenia"	"Amphisbaenidae"	"Leposternon maximus"	2011	"Cerrado"	"yes"	"yes"
"Squamata"	"Amphisbaenia"	"Amphisbaenidae"	"Leposternon microcephalus"	1824	"Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Amphisbaenia"	"Amphisbaenidae"	"Leposternon mineiro"	2018	"Cerrado"	"yes"	"yes"
"Squamata"	"Amphisbaenia"	"Amphisbaenidae"	"Leposternon octostegum"	1851	"Mata Atlântica"	"no"	"no"
"Squamata"	"Amphisbaenia"	"Amphisbaenidae"	"Leposternon polystegum"	1851	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Amphisbaenia"	"Amphisbaenidae"	"Leposternon scutigerum"	1820	"Mata Atlântica"	"no"	"no"
"Squamata"	"Amphisbaenia"	"Amphisbaenidae"	"Leposternon wuchereri"	1879	"Caatinga, Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Leptodeira annulata"	1758	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Leptodeira ashmeadii"	1845	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Leptodeira pulchriceps"	1958	"Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Leptodeira tarairiu"	2022	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Leptomicrurus collaris"	1837	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Leptomicrurus narduccii"	1863	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Leptomicrurus scutiventris"	1870	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Leptophis ahaetulla"	1758	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Leptophis dibernardoi"	2022	"Caatinga, Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Leptophis liocercus"	1824	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Leptophis marginatus"	1862	"Amazônia, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Leptophis mystacinus"	2025	"Cerrado"	"yes"	"yes"
"Squamata"	"Serpentes"	"Colubridae"	"Leptophis nigromarginatus"	1866	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Lioheterophis iheringi"	1935	"Caatinga"	"no"	"no"
"Squamata"	"Sauria"	"Liolaemidae"	"Liolaemus arambarensis"	2003	"Pampa"	"no"	"no"
"Squamata"	"Sauria"	"Liolaemidae"	"Liolaemus lutzae"	1938	"Mata Atlântica"	"no"	"no"
"Squamata"	"Sauria"	"Liolaemidae"	"Liolaemus occipitalis"	1885	"Mata Atlântica, Pampa"	"no"	"no"
"Squamata"	"Serpentes"	"Anomalepididae"	"Liotyphlops caissara"	2010	"Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Anomalepididae"	"Liotyphlops schubarti"	1948	"Mata Atlântica"	"yes"	"yes"
"Squamata"	"Serpentes"	"Anomalepididae"	"Liotyphlops taylori"	2018	"Cerrado"	"yes"	"yes"
"Squamata"	"Serpentes"	"Anomalepididae"	"Liotyphlops ternetzii"	1896	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Anomalepididae"	"Liotyphlops trefauti"	2007	"Caatinga, Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Anomalepididae"	"Liotyphlops wilderi"	1883	"Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Loxopholis ferreirai"	2005	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Loxopholis guianense"	1952	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Loxopholis osvaldoi"	1995	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Loxopholis percarinatum"	1923	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Loxopholis snethlageae"	1995	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Gekkonidae"	"Lygodactylus klugei"	1977	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Sauria"	"Gekkonidae"	"Lygodactylus neglectus"	2023	NA	"no"	"no"
"Squamata"	"Sauria"	"Gekkonidae"	"Lygodactylus wetzeli"	1977	"Cerrado, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Lygophis anomalus"	1858	"Mata Atlântica, Pampa"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Lygophis dilepis"	1862	"Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Lygophis flavifrenatus"	1862	"Cerrado, Mata Atlântica, Pampa"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Lygophis lineatus"	1758	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Lygophis meridionalis"	1901	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Lygophis paucidens"	1953	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"yes"
"Squamata"	"Sauria"	"Scincidae"	"Mabuya altamazonica"	2006	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Scincidae"	"Mabuya bistriata"	1825	"Amazônia"	"no"	"no"
"Squamata"	"Sauria"	"Scincidae"	"Manciola guaporicola"	1935	"Amazônia, Cerrado, Pantanal"	"yes"	"yes"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Marinussaurus curupira"	2011	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Mastigodryas boddaerti"	1796	"Amazônia, Caatinga, Cerrado, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Mastigodryas moratoi"	2011	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Mastigodryas pleii"	1854	"Amazônia"	"no"	"no"
"Crocodylia"	NA	"Alligatoridae"	"Melanosuchus niger"	1825	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Amphisbaenia"	"Amphisbaenidae"	"Mesobaena rhachicephala"	2009	"Amazônia"	"no"	"no"
"Testudines"	NA	"Chelidae"	"Mesoclemmys gibba"	1812	"Amazônia, Cerrado"	"yes"	"no"
"Testudines"	NA	"Chelidae"	"Mesoclemmys nasuta"	1812	"Amazônia"	"no"	"no"
"Testudines"	NA	"Chelidae"	"Mesoclemmys perplexa"	2005	"Caatinga, Cerrado"	"yes"	"no"
"Testudines"	NA	"Chelidae"	"Mesoclemmys raniceps"	1856	"Amazônia"	"no"	"no"
"Testudines"	NA	"Chelidae"	"Mesoclemmys tuberculata"	1926	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Testudines"	NA	"Chelidae"	"Mesoclemmys vanderhaegei"	1973	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Testudines"	NA	"Chelidae"	"Mesoclemmys wermuthi"	1969	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Mesotes rutilus"	1942	"Cerrado, Mata Atlântica"	"yes"	"yes"
"Squamata"	"Serpentes"	"Colubridae"	"Mesotes strigatus"	1858	"Cerrado, Mata Atlântica, Pampa"	"yes"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Micrablepharus atticolus"	1996	"Amazônia, Cerrado, Mata Atlântica"	"yes"	"yes"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Micrablepharus maximiliani"	1862	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus albicinctus"	1925	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus altirostris"	1860	"Cerrado, Mata Atlântica, Pampa"	"yes"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus anibal"	2024	NA	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus annellatus"	1871	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus averyi"	1939	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus boicora"	2018	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus bonita"	2024	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus brasiliensis"	1967	"Caatinga, Cerrado"	"yes"	"yes"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus carvalhoi"	1967	NA	"yes"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus corallinus"	1820	"Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus decoratus"	1858	"Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus diana"	1983	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus diutius"	1955	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus filiformis"	1859	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus frontalis"	1854	"Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus helleri"	1925	NA	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus hemprichii"	1858	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus ibiboboca"	1820	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus isozonus"	1860	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus janisrozei"	2024	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus langsdorffi"	1824	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus lemniscatus"	1758	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus mipartitus"	1854	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus nattereri"	1952	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus obscurus"	1872	NA	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus ortoni"	1953	NA	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus pacaraimae"	2002	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus paraensis"	1973	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus potyguara"	2014	"Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus psyches"	1803	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus putumayensis"	1962	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus pyrrhocryptus"	1862	"Pantanal"	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus remotus"	1987	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus silviae"	2007	"Mata Atlântica, Pampa"	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus spixii"	1824	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus surinamensis"	1816	"Amazônia, Cerrado"	"yes"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus tikuna"	2015	"Amazônia"	"no"	"no"
"Squamata"	"Serpentes"	"Elapidae"	"Micrurus tricolor"	1956	"Cerrado, Pantanal"	"yes"	"yes"
"Squamata"	"Serpentes"	"Colubridae"	"Mussurana bicolor"	1904	"Cerrado, Mata Atlântica, Pantanal"	"yes"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Mussurana montana"	1997	"Mata Atlântica"	"no"	"no"
"Squamata"	"Serpentes"	"Colubridae"	"Mussurana quimi"	1997	"Caatinga, Cerrado, Mata Atlântica, Pampa"	"yes"	"no"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Neusticurus arekuna"	2018	"Amazônia"	"no"	"no"
