"order"	"family"	"species"	"biomes"	"cerrado_sp"
"Squamata"	"Amphisbaenidae"	"Amphisbaena pretrei"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Amphisbaenidae"	"Amphisbaena prunicolor"	"Cerrado, Mata Atlântica, Pampa"	"yes"
"Squamata"	"Amphisbaenidae"	"Amphisbaena ridleyi"	"Mata Atlântica, Sistema Costeiro-Marinho"	"no"
"Squamata"	"Amphisbaenidae"	"Amphisbaena roberti"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Amphisbaenidae"	"Amphisbaena sanctaeritae"	"Cerrado"	"yes"
"Squamata"	"Amphisbaenidae"	"Amphisbaena saxosa"	"Cerrado"	"yes"
"Squamata"	"Amphisbaenidae"	"Amphisbaena silvestrii"	"Amazônia, Cerrado, Pantanal"	"yes"
"Squamata"	"Amphisbaenidae"	"Amphisbaena slevini"	"Amazônia"	"no"
"Squamata"	"Amphisbaenidae"	"Amphisbaena steindachneri"	"Amazônia, Cerrado, Pantanal"	"yes"
"Squamata"	"Amphisbaenidae"	"Amphisbaena supernumeraria"	"Caatinga, Mata Atlântica"	"no"
"Squamata"	"Amphisbaenidae"	"Amphisbaena talisiae"	"Cerrado"	"yes"
"Squamata"	"Amphisbaenidae"	"Amphisbaena tiaraju"	"Mata Atlântica"	"no"
"Squamata"	"Amphisbaenidae"	"Amphisbaena tragorrhectes"	"Amazônia"	"no"
"Squamata"	"Amphisbaenidae"	"Amphisbaena uroxena"	"Caatinga"	"no"
"Squamata"	"Amphisbaenidae"	"Amphisbaena vanzolinii"	"Amazônia"	"no"
"Squamata"	"Amphisbaenidae"	"Amphisbaena vermicularis"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Aniliidae"	"Anilius scytale"	"Amazônia, Caatinga, Cerrado"	"yes"
"Squamata"	"Leiosauridae"	"Urostrophus grilli"	"Cerrado, Mata Atlântica, Pampa"	"yes"
"Squamata"	"Leiosauridae"	"Urostrophus longicauda"	"Mata Atlântica"	"no"
"Squamata"	"Leiosauridae"	"Urostrophus undulatus"	"Pampa"	"no"
"Squamata"	"Gymnophthalmidae"	"Anotosaura collaris"	"Caatinga"	"no"
"Squamata"	"Gymnophthalmidae"	"Anotosaura vanzolinia"	"Caatinga, Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Apostolepis adhara"	"Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Apostolepis albicollaris"	"Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Apostolepis ambiniger"	"Cerrado, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Apostolepis arenaria"	"Caatinga"	"no"
"Squamata"	"Dipsadidae"	"Apostolepis assimilis"	"Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Apostolepis borellii"	"Pantanal"	"no"
"Squamata"	"Dipsadidae"	"Apostolepis cearensis"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Apostolepis christineae"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Apostolepis dimidiata"	"Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Apostolepis flavotorquata"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Apostolepis gaboi"	"Caatinga, Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Apostolepis goiasensis"	"Amazônia, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Apostolepis intermedia"	"Amazônia, Cerrado, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Apostolepis kikoi"	"Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Apostolepis lineata"	"Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Apostolepis longicaudata"	"Amazônia, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Apostolepis nelsonjorgei"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Apostolepis nigrolineata"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Apostolepis nigroterminata"	"Amazônia, Cerrado, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Apostolepis phillipsae"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Apostolepis polylepis"	"Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Apostolepis quinquelineata"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Apostolepis quirogai"	"Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Apostolepis sanctaeritae"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Apostolepis serrana"	"Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Apostolepis striata"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Apostolepis thalesdelemai"	"Caatinga"	"no"
"Squamata"	"Dipsadidae"	"Apostolepis vittata"	"Cerrado"	"yes"
"Squamata"	"Gymnophthalmidae"	"Arthrosaura kockii"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Arthrosaura reticulata"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Gymnophthalmidae"	"Arthrosaura versteegii"	"Amazônia"	"no"
"Squamata"	"Mabuyidae"	"Aspronema dorsivittatum"	"Cerrado, Mata Atlântica, Pampa"	"yes"
"Squamata"	"Dipsadidae"	"Atractus aboiporu"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus akerios"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus albuquerquei"	"Amazônia, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Atractus alphonsehogei"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus altagratiae"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus badius"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus boimirim"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus caete"	"Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Atractus caxiuana"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus collaris"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus dapsilis"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus edioi"	"Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Atractus elaps"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus emmeli"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus flammigerus"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus francoi"	"Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Atractus guentheri"	"Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Atractus hoogmoedi"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus insipidus"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus latifrons"	"Amazônia, Cerrado, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Atractus maculatus"	"Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Atractus major"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus natans"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus nawa"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus pantostictus"	"Amazônia, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Atractus paraguayensis"	"Mata Atlântica, Pampa"	"no"
"Squamata"	"Dipsadidae"	"Atractus poeppigi"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus potschi"	"Caatinga, Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Atractus reticulatus"	"Cerrado, Mata Atlântica, Pampa"	"yes"
"Squamata"	"Dipsadidae"	"Atractus riveroi"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus ronnie"	"Caatinga"	"no"
"Squamata"	"Dipsadidae"	"Atractus serranus"	"Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Atractus snethlageae"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Atractus spinalis"	"Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Atractus stygius"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Atractus surucucu"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus tartarus"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Atractus thalesdelemai"	"Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Atractus torquatus"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus trefauti"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus trihedrurus"	"Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Atractus trilineatus"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Atractus zebrinus"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Atractus zidoki"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Bachia bresslaui"	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Gymnophthalmidae"	"Bachia cacerensis"	"Pantanal"	"no"
"Squamata"	"Gymnophthalmidae"	"Bachia didactyla"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Gymnophthalmidae"	"Bachia dorbignyi"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Gymnophthalmidae"	"Bachia flavescens"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Bachia geralista"	"Cerrado"	"yes"
"Squamata"	"Gymnophthalmidae"	"Bachia micromela"	"Cerrado"	"yes"
"Squamata"	"Gymnophthalmidae"	"Bachia oxyrhina"	"Cerrado"	"yes"
"Squamata"	"Gymnophthalmidae"	"Bachia panoplia"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Bachia peruana"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Bachia psamophila"	"Cerrado"	"yes"
"Squamata"	"Gymnophthalmidae"	"Bachia pyburni"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Bachia remota"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Bachia scaea"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Bachia scolecoides"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Gymnophthalmidae"	"Bachia trisanale"	"Amazônia"	"no"
"Squamata"	"Boidae"	"Boa constrictor"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Boiruna maculata"	"Amazônia, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Boiruna sertaneja"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Viperidae"	"Bothrocophias hyoprora"	"Amazônia"	"no"
"Squamata"	"Viperidae"	"Bothrocophias microphthalmus"	"Amazônia"	"no"
"Squamata"	"Viperidae"	"Bothrops alcatraz"	""	"no"
"Squamata"	"Viperidae"	"Bothrops alternatus"	"Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Viperidae"	"Bothrops atrox"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Viperidae"	"Bothrops bilineatus"	"Amazônia, Mata Atlântica"	"no"
"Squamata"	"Viperidae"	"Bothrops brazili"	"Amazônia"	"no"
"Squamata"	"Viperidae"	"Bothrops cotiara"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Viperidae"	"Bothrops diporus"	"Mata Atlântica, Pampa"	"no"
"Squamata"	"Viperidae"	"Bothrops erythromelas"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Viperidae"	"Bothrops fonsecai"	"Mata Atlântica"	"no"
"Squamata"	"Viperidae"	"Bothrops germanoi"	""	"no"
"Squamata"	"Viperidae"	"Bothrops insularis"	""	"no"
"Squamata"	"Viperidae"	"Bothrops itapetiningae"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Viperidae"	"Bothrops jabrensis"	"Caatinga"	"no"
"Squamata"	"Viperidae"	"Bothrops jararaca"	"Caatinga, Cerrado, Mata Atlântica, Pampa"	"yes"
"Squamata"	"Viperidae"	"Bothrops jararacussu"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Viperidae"	"Bothrops leucurus"	"Caatinga, Mata Atlântica"	"no"
"Squamata"	"Viperidae"	"Bothrops lutzi"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Viperidae"	"Bothrops marajoensis"	"Amazônia"	"no"
"Squamata"	"Viperidae"	"Bothrops marmoratus"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Viperidae"	"Bothrops mattogrossensis"	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Viperidae"	"Bothrops moojeni"	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Viperidae"	"Bothrops muriciensis"	"Mata Atlântica"	"no"
"Squamata"	"Viperidae"	"Bothrops neuwiedi"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Viperidae"	"Bothrops oligobalius"	"Amazônia"	"no"
"Squamata"	"Viperidae"	"Bothrops otavioi"	""	"no"
"Squamata"	"Viperidae"	"Bothrops pauloensis"	"Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Viperidae"	"Bothrops pirajai"	"Mata Atlântica"	"no"
"Squamata"	"Viperidae"	"Bothrops pubescens"	"Mata Atlântica, Pampa"	"no"
"Squamata"	"Viperidae"	"Bothrops sazimai"	"Sistema Costeiro-Marinho"	"no"
"Squamata"	"Viperidae"	"Bothrops taeniatus"	"Amazônia"	"no"
"Squamata"	"Mabuyidae"	"Brasiliscincus agilis"	"Mata Atlântica"	"no"
"Squamata"	"Mabuyidae"	"Brasiliscincus caissara"	"Mata Atlântica"	"no"
"Squamata"	"Mabuyidae"	"Brasiliscincus heathi"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Caaeteboia amarali"	"Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Caaeteboia gaeli"	"Caatinga, Mata Atlântica"	"no"
"Crocodylia"	"Alligatoridae"	"Caiman crocodilus"	"Amazônia, Caatinga, Cerrado"	"yes"
"Crocodylia"	"Alligatoridae"	"Caiman latirostris"	"Caatinga, Cerrado, Mata Atlântica, Pampa, Sistema Costeiro-Marinho"	"yes"
"Crocodylia"	"Alligatoridae"	"Caiman yacare"	"Amazônia, Cerrado, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Calamodontophis paucidens"	"Pampa"	"no"
"Squamata"	"Dipsadidae"	"Calamodontophis ronaldoi"	"Mata Atlântica"	"no"
"Squamata"	"Gymnophthalmidae"	"Calyptommatus confusionibus"	"Caatinga, Cerrado"	"yes"
"Squamata"	"Gymnophthalmidae"	"Calyptommatus leiolepis"	"Caatinga, Cerrado"	"yes"
"Squamata"	"Gymnophthalmidae"	"Calyptommatus nicterus"	"Caatinga"	"no"
"Squamata"	"Gymnophthalmidae"	"Calyptommatus sinebrachiatus"	"Caatinga"	"no"
"Squamata"	"Gymnophthalmidae"	"Caparaonia itaiquara"	"Mata Atlântica"	"no"
"Testudines"	"Cheloniidae"	"Caretta caretta"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Sistema Costeiro-Marinho"	"yes"
"Squamata"	"Dipsadidae"	"Cercophis auratus"	"Amazônia, Mata Atlântica"	"no"
"Squamata"	"Gymnophthalmidae"	"Cercosaura anordosquama"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Cercosaura argulus"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Cercosaura bassleri"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Cercosaura eigenmanni"	"Amazônia, Cerrado, Pantanal"	"yes"
"Squamata"	"Gymnophthalmidae"	"Cercosaura ocellata"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Cercosaura olivacea"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa"	"yes"
"Squamata"	"Gymnophthalmidae"	"Cercosaura oshaughnessyi"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Cercosaura parkeri"	"Amazônia, Cerrado, Pantanal"	"yes"
"Squamata"	"Gymnophthalmidae"	"Cercosaura quadrilineata"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Gymnophthalmidae"	"Cercosaura schreibersii"	"Amazônia, Cerrado, Mata Atlântica, Pampa"	"yes"
"Squamata"	"Sphaerodactylidae"	"Chatogekko amazonicus"	"Amazônia"	"no"
"Testudines"	"Cheloniidae"	"Chelonia mydas"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Sistema Costeiro-Marinho"	"yes"
"Testudines"	"Testudinidae"	"Chelonoidis carbonarius"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Testudines"	"Testudinidae"	"Chelonoidis denticulatus"	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Testudines"	"Chelidae"	"Chelus fimbriata"	"Amazônia, Cerrado"	"yes"
"Testudines"	"Chelidae"	"Chelus orinocensis"	"Amazônia"	"no"
"Squamata"	"Colubridae"	"Chironius bicarinatus"	"Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Colubridae"	"Chironius brazili"	"Cerrado, Mata Atlântica, Pampa"	"yes"
"Squamata"	"Colubridae"	"Chironius carinatus"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Colubridae"	"Chironius diamantina"	"Caatinga"	"no"
"Squamata"	"Colubridae"	"Chironius laurenti"	"Amazônia, Cerrado, Pantanal"	"yes"
"Squamata"	"Colubridae"	"Chironius exoletus"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Colubridae"	"Chironius flavolineatus"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Colubridae"	"Chironius foveatus"	"Cerrado, Mata Atlântica, Sistema Costeiro-Marinho"	"yes"
"Squamata"	"Colubridae"	"Chironius fuscus"	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Colubridae"	"Chironius gouveai"	"Mata Atlântica, Pampa"	"no"
"Squamata"	"Colubridae"	"Chironius laevicollis"	"Cerrado, Mata Atlântica, Sistema Costeiro-Marinho"	"yes"
"Squamata"	"Colubridae"	"Chironius maculoventris"	"Pampa"	"no"
"Squamata"	"Colubridae"	"Chironius multiventris"	"Amazônia"	"no"
"Squamata"	"Colubridae"	"Chironius quadricarinatus"	"Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Colubridae"	"Chironius scurrula"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Chlorosoma dunupyana"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Chlorosoma laticeps"	"Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Chlorosoma viridissimum"	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Clelia clelia"	"Amazônia, Cerrado, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Clelia hussami"	"Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Clelia plumbea"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Teiidae"	"Cnemidophorus cryptus"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Teiidae"	"Cnemidophorus gramivagus"	"Amazônia"	"no"
"Squamata"	"Teiidae"	"Cnemidophorus lemniscatus"	"Amazônia"	"no"
"Squamata"	"Sphaerodactylidae"	"Coleodactylus brachystoma"	"Amazônia, Cerrado, Pantanal"	"yes"
"Squamata"	"Sphaerodactylidae"	"Coleodactylus elizae"	"Mata Atlântica"	"no"
"Squamata"	"Sphaerodactylidae"	"Coleodactylus meridionalis"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Sphaerodactylidae"	"Coleodactylus natalensis"	"Mata Atlântica"	"no"
"Squamata"	"Sphaerodactylidae"	"Coleodactylus septentrionalis"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Colobodactylus dalcyanus"	"Mata Atlântica"	"no"
"Squamata"	"Gymnophthalmidae"	"Colobodactylus taunayi"	"Mata Atlântica"	"no"
"Squamata"	"Gymnophthalmidae"	"Colobosaura modesta"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Gymnophthalmidae"	"Colobosauroides carvalhoi"	"Caatinga, Cerrado"	"yes"
"Squamata"	"Gymnophthalmidae"	"Colobosauroides cearensis"	"Caatinga"	"no"
"Squamata"	"Teiidae"	"Contomastix lacertoides"	"Mata Atlântica, Pampa"	"no"
"Squamata"	"Teiidae"	"Contomastix vacariensis"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Mabuyidae"	"Copeoglossum arajara"	"Caatinga"	"no"
"Squamata"	"Mabuyidae"	"Copeoglossum nigropunctatum"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Boidae"	"Corallus batesii"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Boidae"	"Corallus caninus"	"Amazônia"	"no"
"Squamata"	"Boidae"	"Corallus cropanii"	"Mata Atlântica"	"no"
"Squamata"	"Boidae"	"Corallus hortulana"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Coronelaps lepidus"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Teiidae"	"Crocodilurus amazonicus"	"Amazônia"	"no"
"Squamata"	"Viperidae"	"Crotalus durissus"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Dactyloidae"	"Anolis dissimilis"	"Amazônia"	"no"
"Squamata"	"Dactyloidae"	"Anolis nasofrontalis"	"Mata Atlântica"	"no"
"Squamata"	"Dactyloidae"	"Anolis neglectus"	"Mata Atlântica"	"no"
"Squamata"	"Dactyloidae"	"Anolis phyllorhinus"	"Amazônia"	"no"
"Squamata"	"Dactyloidae"	"Anolis pseudotigrinus"	"Mata Atlântica"	"no"
"Squamata"	"Dactyloidae"	"Anolis punctatus"	"Amazônia, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dactyloidae"	"Anolis transversalis"	"Amazônia"	"no"
"Squamata"	"Colubridae"	"Dendrophidion atlantica"	"Caatinga, Mata Atlântica"	"no"
"Squamata"	"Colubridae"	"Dendrophidion dendrophis"	"Amazônia, Cerrado"	"yes"
"Testudines"	"Dermochelyidae"	"Dermochelys coriacea"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Sistema Costeiro-Marinho"	"yes"
"Squamata"	"Diploglossidae"	"Diploglossus fasciatus"	"Amazônia, Mata Atlântica"	"no"
"Squamata"	"Diploglossidae"	"Diploglossus lessonae"	"Caatinga, Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Dipsas albifrons"	"Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Dipsas alternans"	"Mata Atlântica, Pampa, Sistema Costeiro-Marinho"	"no"
"Squamata"	"Dipsadidae"	"Dipsas bothropoides"	"Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Dipsas bucephala"	"Amazônia, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Dipsas catesbyi"	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Dipsas copei"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Dipsas indica"	"Amazônia, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Dipsas lavillai"	"Pantanal"	"no"
"Squamata"	"Dipsadidae"	"Dipsas mikanii"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Dipsas neuwiedi"	"Caatinga, Cerrado, Mata Atlântica, Pampa, Sistema Costeiro-Marinho"	"yes"
"Squamata"	"Dipsadidae"	"Dipsas pavonina"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Dipsas sazimai"	"Caatinga, Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Dipsas turgida"	"Amazônia, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Dipsas variegata"	"Amazônia, Caatinga, Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Dipsas ventrimaculata"	"Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Ditaxodon taeniatus"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Teiidae"	"Dracaena guianensis"	"Amazônia"	"no"
"Squamata"	"Teiidae"	"Dracaena paraguayensis"	"Cerrado, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Drepanoides anomalus"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Gymnophthalmidae"	"Dryadosaura nordestina"	"Caatinga, Mata Atlântica"	"no"
"Squamata"	"Colubridae"	"Drymarchon corais"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Colubridae"	"Drymobius rhombifer"	"Amazônia"	"no"
"Squamata"	"Colubridae"	"Drymoluber brazili"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Colubridae"	"Drymoluber dichrous"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Dryophylax chaquensis"	"Cerrado, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Dryophylax hypoconia"	"Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Dryophylax nattereri"	"Caatinga, Cerrado, Mata Atlântica, Pampa"	"yes"
"Squamata"	"Dipsadidae"	"Dryophylax ramonriveroi"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Amnisiophis amoenus"	"Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Echinanthera cephalomaculata"	"Caatinga, Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Echinanthera cephalostriata"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Echinanthera cyanopleura"	"Mata Atlântica, Pampa"	"no"
"Squamata"	"Dipsadidae"	"Echinanthera melanostigma"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Echinanthera undulata"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Gymnophthalmidae"	"Ecpleopus gaudichaudii"	"Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Elapomorphus quinquelineatus"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Elapomorphus wuchereri"	"Mata Atlântica"	"no"
"Squamata"	"Hoplocercidae"	"Enyalioides laticeps"	"Amazônia"	"no"
"Squamata"	"Hoplocercidae"	"Enyalioides palpebralis"	"Amazônia"	"no"
