"order"	"family"	"species"	"biomes"	"cerrado_sp"
"Squamata"	"Leiosauridae"	"Enyalius bibronii"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Leiosauridae"	"Enyalius bilineatus"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Leiosauridae"	"Enyalius boulengeri"	"Mata Atlântica"	"no"
"Squamata"	"Leiosauridae"	"Enyalius brasiliensis"	"Mata Atlântica"	"no"
"Squamata"	"Leiosauridae"	"Enyalius capetinga"	"Cerrado"	"yes"
"Squamata"	"Leiosauridae"	"Enyalius catenatus"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Leiosauridae"	"Enyalius erythroceneus"	"Caatinga"	"no"
"Squamata"	"Leiosauridae"	"Enyalius iheringii"	"Mata Atlântica, Pampa"	"no"
"Squamata"	"Leiosauridae"	"Enyalius leechii"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Leiosauridae"	"Enyalius perditus"	"Mata Atlântica"	"no"
"Squamata"	"Leiosauridae"	"Enyalius pictus"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Boidae"	"Epicrates assisi"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Boidae"	"Epicrates cenchria"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Boidae"	"Epicrates crassus"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Boidae"	"Epicrates maurus"	"Amazônia"	"no"
"Squamata"	"Leptotyphlopidae"	"Epictia albifrons"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Leptotyphlopidae"	"Epictia borapeliotes"	"Caatinga, Mata Atlântica"	"no"
"Squamata"	"Leptotyphlopidae"	"Epictia clinorostris"	"Cerrado"	"yes"
"Squamata"	"Leptotyphlopidae"	"Habrophallos collaris"	"Amazônia"	"no"
"Squamata"	"Leptotyphlopidae"	"Epictia munoai"	"Mata Atlântica, Pampa"	"no"
"Squamata"	"Leptotyphlopidae"	"Epictia striatula"	"Amazônia"	"no"
"Squamata"	"Leptotyphlopidae"	"Epictia vellardi"	"Pantanal"	"no"
"Testudines"	"Cheloniidae"	"Eretmochelys imbricata"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Sistema Costeiro-Marinho"	"yes"
"Squamata"	"Dipsadidae"	"Erythrolamprus aenigma"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Erythrolamprus aesculapii"	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Erythrolamprus almadensis"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Erythrolamprus atraventer"	"Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Erythrolamprus breviceps"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Erythrolamprus carajasensis"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Erythrolamprus cobella"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Erythrolamprus dorsocorallinus"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Erythrolamprus frenatus"	"Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Erythrolamprus jaegeri"	"Amazônia, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Erythrolamprus macrosomus"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Erythrolamprus maryellenae"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Erythrolamprus miliaris"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Erythrolamprus mossoroensis"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Erythrolamprus oligolepis"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Erythrolamprus poecilogyrus"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Erythrolamprus pygmaeus"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Erythrolamprus reginae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Erythrolamprus rochai"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Erythrolamprus semiaureus"	"Mata Atlântica, Pampa"	"no"
"Squamata"	"Dipsadidae"	"Erythrolamprus taeniogaster"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Erythrolamprus trebbaui"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Erythrolamprus typhlus"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Erythrolamprus viridis"	"Caatinga, Cerrado, Mata Atlântica, Sistema Costeiro-Marinho"	"yes"
"Squamata"	"Boidae"	"Eunectes deschauenseei"	"Amazônia"	"no"
"Squamata"	"Boidae"	"Eunectes murinus"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Boidae"	"Eunectes notaeus"	"Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Tropiduridae"	"Eurolophosaurus amathites"	"Caatinga"	"no"
"Squamata"	"Tropiduridae"	"Eurolophosaurus divaricatus"	"Caatinga, Cerrado"	"yes"
"Squamata"	"Tropiduridae"	"Eurolophosaurus nanuzae"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Eutrachelophis papilio"	"Amazônia"	"no"
"Squamata"	"Mabuyidae"	"Exila nigropalmata"	"Amazônia"	"no"
"Squamata"	"Teiidae"	"Glaucomastix abaetensis"	"Mata Atlântica, Sistema Costeiro-Marinho"	"no"
"Squamata"	"Teiidae"	"Glaucomastix cyanura"	"Caatinga"	"no"
"Squamata"	"Teiidae"	"Glaucomastix itabaianensis"	"Mata Atlântica"	"no"
"Squamata"	"Teiidae"	"Glaucomastix littoralis"	"Mata Atlântica"	"no"
"Squamata"	"Teiidae"	"Glaucomastix venetacauda"	"Caatinga"	"no"
"Squamata"	"Dipsadidae"	"Gomesophis brasiliensis"	"Cerrado, Mata Atlântica, Pampa"	"yes"
"Squamata"	"Sphaerodactylidae"	"Gonatodes annularis"	"Amazônia"	"no"
"Squamata"	"Sphaerodactylidae"	"Gonatodes eladioi"	"Amazônia"	"no"
"Squamata"	"Sphaerodactylidae"	"Gonatodes hasemani"	"Amazônia"	"no"
"Squamata"	"Sphaerodactylidae"	"Gonatodes humeralis"	"Amazônia, Caatinga, Cerrado, Pantanal"	"yes"
"Squamata"	"Sphaerodactylidae"	"Gonatodes nascimentoi"	"Amazônia"	"no"
"Squamata"	"Sphaerodactylidae"	"Gonatodes tapajonicus"	"Amazônia"	"no"
"Squamata"	"Phyllodactylidae"	"Gymnodactylus amarali"	"Amazônia, Caatinga, Cerrado"	"yes"
"Squamata"	"Phyllodactylidae"	"Gymnodactylus darwinii"	"Caatinga, Mata Atlântica"	"no"
"Squamata"	"Phyllodactylidae"	"Gymnodactylus geckoides"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Phyllodactylidae"	"Gymnodactylus guttulatus"	"Cerrado"	"yes"
"Squamata"	"Phyllodactylidae"	"Gymnodactylus vanzolinii"	"Caatinga"	"no"
"Squamata"	"Gymnophthalmidae"	"Gymnophthalmus leucomystax"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Gymnophthalmus underwoodi"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Gymnophthalmus vanzoi"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Helicops acangussu"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Helicops angulatus"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Helicops apiaka"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Helicops boitata"	"Pantanal"	"no"
"Squamata"	"Dipsadidae"	"Helicops carinicaudus"	"Mata Atlântica, Pampa, Sistema Costeiro-Marinho"	"no"
"Squamata"	"Dipsadidae"	"Helicops gomesi"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Helicops hagmanni"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Helicops infrataeniatus"	"Cerrado, Mata Atlântica, Pampa"	"yes"
"Squamata"	"Dipsadidae"	"Helicops leopardinus"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Helicops modestus"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Helicops nentur"	"Caatinga, Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Helicops phantasma"	"Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Helicops polylepis"	"Amazônia, Cerrado, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Helicops tapajonicus"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Helicops trivittatus"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Helicops yacu"	"Amazônia"	"no"
"Squamata"	"Gekkonidae"	"Hemidactylus agrius"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Gekkonidae"	"Hemidactylus brasilianus"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Gekkonidae"	"Hemidactylus palaichthus"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Heterodactylus imbricatus"	"Mata Atlântica"	"no"
"Squamata"	"Gymnophthalmidae"	"Heterodactylus lundii"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Gymnophthalmidae"	"Heterodactylus septentrionalis"	"Caatinga"	"no"
"Squamata"	"Phyllodactylidae"	"Homonota uruguayensis"	"Pampa"	"no"
"Squamata"	"Hoplocercidae"	"Hoplocercus spinosus"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Hydrodynastes bicinctus"	"Amazônia, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Hydrodynastes gigas"	"Amazônia, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Testudines"	"Chelidae"	"Hydromedusa maximiliani"	"Cerrado, Mata Atlântica"	"yes"
"Testudines"	"Chelidae"	"Hydromedusa tectifera"	"Cerrado, Mata Atlântica, Pampa"	"yes"
"Squamata"	"Dipsadidae"	"Hydrops caesurus"	"Cerrado, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Hydrops martii"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Hydrops triangularis"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Iguanidae"	"Iguana iguana"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Imantodes cenchoa"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Imantodes lentiferus"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Iphisa elegans"	"Amazônia"	"no"
"Squamata"	"Teiidae"	"Kentropyx altamazonica"	"Amazônia"	"no"
"Squamata"	"Teiidae"	"Kentropyx calcarata"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Teiidae"	"Kentropyx paulensis"	"Amazônia, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Teiidae"	"Kentropyx pelviceps"	"Amazônia"	"no"
"Squamata"	"Teiidae"	"Kentropyx striata"	"Amazônia"	"no"
"Squamata"	"Teiidae"	"Kentropyx vanzoi"	"Amazônia, Cerrado, Pantanal"	"yes"
"Squamata"	"Teiidae"	"Kentropyx viridistriga"	"Pantanal"	"no"
"Testudines"	"Kinosternidae"	"Kinosternon scorpioides"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Viperidae"	"Lachesis muta"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Sphaerodactylidae"	"Lepidoblepharis heyerorum"	"Amazônia"	"no"
"Squamata"	"Sphaerodactylidae"	"Lepidoblepharis hoogmoedi"	"Amazônia"	"no"
"Testudines"	"Cheloniidae"	"Lepidochelys olivacea"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Sistema Costeiro-Marinho"	"yes"
"Squamata"	"Gymnophthalmidae"	"Leposoma annectans"	"Mata Atlântica"	"no"
"Squamata"	"Gymnophthalmidae"	"Leposoma baturitensis"	"Caatinga, Mata Atlântica"	"no"
"Squamata"	"Gymnophthalmidae"	"Leposoma nanodactylus"	"Mata Atlântica"	"no"
"Squamata"	"Gymnophthalmidae"	"Leposoma puk"	"Mata Atlântica"	"no"
"Squamata"	"Gymnophthalmidae"	"Leposoma scincoides"	"Caatinga, Mata Atlântica"	"no"
"Squamata"	"Gymnophthalmidae"	"Leposoma sinepollex"	"Mata Atlântica"	"no"
"Squamata"	"Amphisbaenidae"	"Leposternon cerradensis"	"Cerrado"	"yes"
"Squamata"	"Amphisbaenidae"	"Leposternon infraorbitale"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Amphisbaenidae"	"Leposternon kisteumacheri"	"Caatinga, Mata Atlântica"	"no"
"Squamata"	"Amphisbaenidae"	"Leposternon maximus"	"Cerrado"	"yes"
"Squamata"	"Amphisbaenidae"	"Leposternon microcephalus"	"Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Amphisbaenidae"	"Leposternon mineiro"	"Cerrado"	"yes"
"Squamata"	"Amphisbaenidae"	"Leposternon octostegum"	"Mata Atlântica"	"no"
"Squamata"	"Amphisbaenidae"	"Leposternon polystegum"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Amphisbaenidae"	"Leposternon scutigerum"	"Mata Atlântica"	"no"
"Squamata"	"Amphisbaenidae"	"Leposternon wuchereri"	"Caatinga, Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Leptodeira annulata"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Leptodeira ashmeadii"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Leptodeira pulchriceps"	"Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Leptodeira tarairiu"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Elapidae"	"Leptomicrurus collaris"	"Amazônia"	"no"
"Squamata"	"Elapidae"	"Leptomicrurus narduccii"	"Amazônia"	"no"
"Squamata"	"Elapidae"	"Leptomicrurus scutiventris"	"Amazônia"	"no"
"Squamata"	"Colubridae"	"Leptophis ahaetulla"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Colubridae"	"Leptophis dibernardoi"	"Caatinga, Mata Atlântica"	"no"
"Squamata"	"Colubridae"	"Leptophis liocercus"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Colubridae"	"Leptophis marginatus"	"Amazônia, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Colubridae"	"Leptophis nigromarginatus"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Lioheterophis iheringi"	"Caatinga"	"no"
"Squamata"	"Liolaemidae"	"Liolaemus arambarensis"	"Pampa"	"no"
"Squamata"	"Liolaemidae"	"Liolaemus lutzae"	"Mata Atlântica"	"no"
"Squamata"	"Liolaemidae"	"Liolaemus occipitalis"	"Mata Atlântica, Pampa"	"no"
"Squamata"	"Anomalepididae"	"Liotyphlops caissara"	"Mata Atlântica"	"no"
"Squamata"	"Anomalepididae"	"Liotyphlops schubarti"	"Mata Atlântica"	"no"
"Squamata"	"Anomalepididae"	"Liotyphlops taylori"	"Cerrado"	"yes"
"Squamata"	"Anomalepididae"	"Liotyphlops ternetzii"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Anomalepididae"	"Liotyphlops trefauti"	"Caatinga, Mata Atlântica"	"no"
"Squamata"	"Anomalepididae"	"Liotyphlops wilderi"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Gymnophthalmidae"	"Loxopholis ferreirai"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Loxopholis guianense"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Loxopholis osvaldoi"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Gymnophthalmidae"	"Loxopholis percarinatum"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Gymnophthalmidae"	"Loxopholis snethlageae"	"Amazônia"	"no"
"Squamata"	"Gekkonidae"	"Lygodactylus klugei"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Gekkonidae"	"Lygodactylus wetzeli"	"Cerrado, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Lygophis anomalus"	"Mata Atlântica, Pampa"	"no"
"Squamata"	"Dipsadidae"	"Lygophis dilepis"	"Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Lygophis flavifrenatus"	"Cerrado, Mata Atlântica, Pampa"	"yes"
"Squamata"	"Dipsadidae"	"Lygophis lineatus"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Lygophis meridionalis"	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Lygophis paucidens"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Mabuyidae"	"Manciola guaporicola"	"Amazônia, Cerrado, Pantanal"	"yes"
"Squamata"	"Gymnophthalmidae"	"Marinussaurus curupira"	"Amazônia"	"no"
"Squamata"	"Colubridae"	"Mastigodryas boddaerti"	"Amazônia, Caatinga, Cerrado, Pantanal"	"yes"
"Squamata"	"Colubridae"	"Mastigodryas moratoi"	"Amazônia"	"no"
"Squamata"	"Colubridae"	"Mastigodryas pleii"	"Amazônia"	"no"
"Crocodylia"	"Alligatoridae"	"Melanosuchus niger"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Amphisbaenidae"	"Mesobaena rhachicephala"	"Amazônia"	"no"
"Testudines"	"Chelidae"	"Mesoclemmys gibba"	"Amazônia, Cerrado"	"yes"
"Testudines"	"Chelidae"	"Mesoclemmys nasuta"	"Amazônia"	"no"
"Testudines"	"Chelidae"	"Mesoclemmys perplexa"	"Caatinga, Cerrado"	"yes"
"Testudines"	"Chelidae"	"Mesoclemmys raniceps"	"Amazônia"	"no"
"Testudines"	"Chelidae"	"Mesoclemmys tuberculata"	"Caatinga, Cerrado, Mata Atlântica"	"yes"
"Testudines"	"Chelidae"	"Mesoclemmys vanderhaegei"	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Testudines"	"Chelidae"	"Mesoclemmys wermuthi"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Mesotes strigatus"	"Cerrado, Mata Atlântica, Pampa"	"yes"
"Squamata"	"Gymnophthalmidae"	"Micrablepharus atticolus"	"Amazônia, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Gymnophthalmidae"	"Micrablepharus maximiliani"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Elapidae"	"Micrurus albicinctus"	"Amazônia"	"no"
"Squamata"	"Elapidae"	"Micrurus altirostris"	"Cerrado, Mata Atlântica, Pampa"	"yes"
"Squamata"	"Elapidae"	"Micrurus annellatus"	"Amazônia"	"no"
"Squamata"	"Elapidae"	"Micrurus averyi"	"Amazônia"	"no"
"Squamata"	"Elapidae"	"Micrurus boicora"	"Amazônia"	"no"
"Squamata"	"Elapidae"	"Micrurus brasiliensis"	"Caatinga, Cerrado"	"yes"
"Squamata"	"Elapidae"	"Micrurus corallinus"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Elapidae"	"Micrurus decoratus"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Elapidae"	"Micrurus diana"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Elapidae"	"Micrurus diutius"	"Amazônia"	"no"
"Squamata"	"Elapidae"	"Micrurus filiformis"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Elapidae"	"Micrurus frontalis"	"Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Elapidae"	"Micrurus hemprichii"	"Amazônia"	"no"
"Squamata"	"Elapidae"	"Micrurus ibiboboca"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Elapidae"	"Micrurus isozonus"	"Amazônia"	"no"
"Squamata"	"Elapidae"	"Micrurus langsdorffi"	"Amazônia"	"no"
"Squamata"	"Elapidae"	"Micrurus lemniscatus"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Elapidae"	"Micrurus mipartitus"	"Amazônia"	"no"
"Squamata"	"Elapidae"	"Micrurus nattereri"	"Amazônia"	"no"
"Squamata"	"Elapidae"	"Micrurus pacaraimae"	"Amazônia"	"no"
"Squamata"	"Elapidae"	"Micrurus paraensis"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Elapidae"	"Micrurus potyguara"	"Mata Atlântica"	"no"
"Squamata"	"Elapidae"	"Micrurus psyches"	"Amazônia"	"no"
"Squamata"	"Elapidae"	"Micrurus putumayensis"	"Amazônia"	"no"
"Squamata"	"Elapidae"	"Micrurus pyrrhocryptus"	"Pantanal"	"no"
"Squamata"	"Elapidae"	"Micrurus remotus"	"Amazônia"	"no"
"Squamata"	"Elapidae"	"Micrurus silviae"	"Mata Atlântica, Pampa"	"no"
"Squamata"	"Elapidae"	"Micrurus spixii"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Elapidae"	"Micrurus surinamensis"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Elapidae"	"Micrurus tikuna"	"Amazônia"	"no"
"Squamata"	"Elapidae"	"Micrurus tricolor"	"Cerrado, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Mussurana bicolor"	"Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Mussurana montana"	"Mata Atlântica"	"no"
"Squamata"	"Dipsadidae"	"Mussurana quimi"	"Caatinga, Cerrado, Mata Atlântica, Pampa"	"yes"
"Squamata"	"Gymnophthalmidae"	"Neusticurus arekuna"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Neusticurus bicarinatus"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Gymnophthalmidae"	"Neusticurus medemi"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Neusticurus racenisi"	"Amazônia"	"no"
"Squamata"	"Gymnophthalmidae"	"Neusticurus surinamensis"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Ninia hudsoni"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Dactyloidae"	"Anolis auratus"	"Amazônia"	"no"
"Squamata"	"Dactyloidae"	"Anolis bombiceps"	"Amazônia"	"no"
"Squamata"	"Dactyloidae"	"Anolis brasiliensis"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dactyloidae"	"Anolis chrysolepis"	"Amazônia"	"no"
"Squamata"	"Dactyloidae"	"Anolis fuscoauratus"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dactyloidae"	"Anolis meridionalis"	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dactyloidae"	"Anolis ortonii"	"Amazônia, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dactyloidae"	"Anolis planiceps"	"Amazônia"	"no"
"Squamata"	"Dactyloidae"	"Anolis scypheus"	"Amazônia"	"no"
"Squamata"	"Dactyloidae"	"Anolis tandai"	"Amazônia"	"no"
"Squamata"	"Dactyloidae"	"Anolis trachyderma"	"Amazônia"	"no"
"Squamata"	"Dactyloidae"	"Anolis sericeus"	""	"no"
"Squamata"	"Gymnophthalmidae"	"Nothobachia ablephara"	"Caatinga, Cerrado"	"yes"
"Squamata"	"Mabuyidae"	"Notomabuya frenata"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Diploglossidae"	"Ophiodes enso"	"Pampa"	"no"
"Squamata"	"Diploglossidae"	"Ophiodes fragilis"	"Cerrado, Mata Atlântica, Pampa"	"yes"
"Squamata"	"Diploglossidae"	"Ophiodes striatus"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa"	"yes"
"Squamata"	"Colubridae"	"Oxybelis aeneus"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Colubridae"	"Oxybelis fulgidus"	"Amazônia, Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Oxyrhopus clathratus"	"Cerrado, Mata Atlântica, Pampa"	"yes"
"Squamata"	"Dipsadidae"	"Oxyrhopus formosus"	"Amazônia, Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Oxyrhopus guibei"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Oxyrhopus melanogenys"	"Amazônia, Caatinga"	"no"
"Squamata"	"Dipsadidae"	"Oxyrhopus occipitalis"	""	"no"
"Squamata"	"Dipsadidae"	"Oxyrhopus petolarius"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Oxyrhopus rhombifer"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Oxyrhopus trigeminus"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Oxyrhopus vanidicus"	"Amazônia"	"no"
"Crocodylia"	"Alligatoridae"	"Paleosuchus palpebrosus"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal, Sistema Costeiro-Marinho"	"yes"
"Crocodylia"	"Alligatoridae"	"Paleosuchus trigonatus"	"Amazônia"	"no"
"Squamata"	"Colubridae"	"Palusophis bifossatus"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Mabuyidae"	"Panopa carvalhoi"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Paraphimophis rusticus"	"Cerrado, Mata Atlântica, Pampa"	"yes"
"Testudines"	"Podocnemididae"	"Peltocephalus dumerilianus"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Phalotris concolor"	"Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Phalotris labiomaculatus"	"Cerrado"	"yes"
"Squamata"	"Dipsadidae"	"Phalotris lativittatus"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Phalotris lemniscatus"	"Mata Atlântica, Pampa"	"no"
"Squamata"	"Dipsadidae"	"Phalotris matogrossensis"	"Cerrado, Mata Atlântica, Pantanal"	"yes"
